,model,RAM,approx_price_EUR,battery_mah,CPU_cores,CPU_speed,primary_camera_mp,secondary_camera_mp,internal_memory_gb,brand,OS,battery_removable,battery_type,cluster
1443,Galaxy Exhibit T599,1.0,90.0,1500.0,1,1.0,5.0,1.9,4.0,41,0,1,0,3
1444,Galaxy Core I8260,1.0,160.0,1800.0,2,1.2,5.0,0.6,8.0,41,0,1,0,3
1445,Galaxy Tab 3 7.0 WiFi,1.0,140.0,4000.0,2,1.2,3.15,1.3,16.0,41,0,0,0,2
1446,Galaxy Tab 3 7.0,1.0,150.0,4000.0,2,1.2,3.15,1.3,16.0,41,0,0,0,2
1447,Galaxy Mega 6.3 I9200,1.5,300.0,3200.0,2,1.7,8.0,1.9,16.0,41,0,1,0,2
1448,Galaxy Win I8550,1.0,170.0,2000.0,4,1.2,5.0,0.6,8.0,41,0,1,0,3
1449,Galaxy Star S5280,0.512,70.0,1200.0,1,1.0,2.0,0.0,4.0,41,0,1,0,3
1450,I9505 Galaxy S4,2.0,330.0,2600.0,4,1.9,13.0,2.0,64.0,41,0,1,0,3
1451,I9500 Galaxy S4,2.0,320.0,2600.0,8,1.6,13.0,2.0,64.0,41,0,1,0,3
1452,I9502 Galaxy S4,2.0,460.0,2600.0,8,1.6,13.0,2.0,64.0,41,0,1,0,3
1453,Galaxy S4 CDMA,2.0,440.0,2600.0,4,1.9,13.0,2.0,16.0,41,0,1,0,3
1454,Galaxy Note 8.0,2.0,320.0,4600.0,4,1.6,5.0,1.3,32.0,41,0,0,0,2
1455,Galaxy Note 8.0 Wi-Fi,2.0,280.0,4600.0,4,1.6,5.0,1.3,32.0,41,0,0,0,2
1456,Galaxy Young S6310,0.768,90.0,1300.0,1,1.0,3.15,0.0,4.0,41,0,1,0,3
1457,Galaxy Fame S6810,0.512,120.0,1300.0,1,1.0,5.0,0.6,4.0,41,0,1,0,3
1458,Galaxy Express I8730,1.0,180.0,2000.0,2,1.2,5.0,1.3,8.0,41,0,1,0,3
1459,S7710 Galaxy Xcover 2,1.0,190.0,1700.0,2,1.0,5.0,0.6,4.0,41,0,1,0,3
1460,I9105 Galaxy S II Plus,1.0,210.0,1650.0,2,1.2,8.0,2.0,8.0,41,0,1,0,3
1461,Ativ Odyssey I930,1.0,200.0,2100.0,2,1.5,5.0,1.2,8.0,41,2,1,0,3
1462,Galaxy Grand I9082,1.0,180.0,2100.0,2,1.2,8.0,2.0,8.0,41,0,1,0,3
1463,Galaxy Grand I9080,1.0,210.0,2100.0,2,1.2,8.0,2.0,8.0,41,0,1,0,3
1464,Galaxy Note LTE 10.1 N8020,2.0,390.0,7000.0,4,1.4,5.0,1.9,64.0,41,0,0,0,1
1465,Galaxy Stratosphere II I415,1.0,170.0,1800.0,2,1.2,5.0,1.3,8.0,41,0,1,0,3
1466,Galaxy Discover S730M,0.512,80.0,1300.0,1,0.8,3.15,0.0,4.0,41,0,1,0,3
1467,Galaxy Pop SHV-E220,1.0,110.0,2100.0,4,1.4,8.0,1.9,16.0,41,0,1,0,3
1468,Galaxy Premier I9260,1.0,260.0,2100.0,2,1.5,8.0,1.9,16.0,41,0,1,0,3
1469,Google Nexus 10 P8110,2.0,260.0,9000.0,2,1.7,5.0,1.9,32.0,41,0,0,1,1
1470,Ativ Tab P8510,2.0,440.0,8200.0,2,1.5,5.0,1.9,64.0,41,2,0,0,1
1471,I8190 Galaxy S III mini,1.0,130.0,1500.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1472,Galaxy Rugby Pro I547,1.0,150.0,1850.0,2,1.5,5.0,1.3,8.0,41,0,1,0,3
1473,Galaxy Express I437,1.0,160.0,2000.0,2,1.5,5.0,1.3,8.0,41,0,1,0,3
1474,I9305 Galaxy S III,2.0,320.0,2100.0,4,1.4,8.0,1.9,16.0,41,0,1,0,3
1475,Galaxy Victory 4G LTE L300,1.0,150.0,2100.0,2,1.2,5.0,1.3,4.0,41,0,1,0,3
1476,Galaxy S Relay 4G T699,1.0,150.0,1800.0,2,1.5,5.0,1.3,8.0,41,0,1,0,3
1477,Galaxy Note II N7100,2.0,300.0,3100.0,4,1.6,8.0,1.9,64.0,41,0,1,0,2
1478,Galaxy Note II CDMA,2.0,350.0,3100.0,4,1.6,8.0,1.9,16.0,41,0,1,0,2
1479,Ativ S I8750,1.0,220.0,2300.0,2,1.5,8.0,1.9,32.0,41,2,1,0,3
1480,Galaxy Camera GC100,1.0,250.0,1650.0,4,1.4,16.3,0.0,4.0,41,0,1,0,3
1481,Galaxy Rush M830,0.768,100.0,1750.0,1,1.0,3.15,1.3,2.0,41,0,1,0,3
1482,Galaxy Stellar 4G I200,1.0,150.0,2100.0,2,1.2,3.15,1.3,4.0,41,0,1,0,3
1483,Galaxy Reverb M950,0.768,150.0,1700.0,1,1.4,5.0,1.3,4.0,41,0,1,0,3
1484,Galaxy Tab 2 7.0 I705,1.0,200.0,4000.0,2,1.2,3.15,0.6,8.0,41,0,0,0,2
1485,Galaxy Note 10.1 N8000,2.0,320.0,7000.0,4,1.4,5.0,1.9,64.0,41,0,0,0,1
1486,Galaxy Note 10.1 N8010,2.0,350.0,7000.0,4,1.4,5.0,1.9,64.0,41,0,0,0,1
1487,Galaxy S Duos S7562,0.768,110.0,1500.0,1,1.0,5.0,0.6,4.0,41,0,1,0,3
1488,Galaxy Appeal I827,0.512,120.0,1300.0,1,0.8,3.15,0.0,4.0,41,0,1,0,3
1489,Galaxy Tab 8.9 4G P7320T,1.0,220.0,6100.0,2,1.5,3.15,2.0,32.0,41,0,0,1,1
1490,Galaxy S III T999,2.0,310.0,2100.0,2,1.5,8.0,1.9,32.0,41,0,1,0,3
1491,Galaxy S III I747,2.0,300.0,2100.0,2,1.5,8.0,1.9,16.0,41,0,1,0,3
1492,Galaxy S III CDMA,2.0,280.0,2100.0,2,1.5,8.0,1.9,32.0,41,0,1,0,3
1493,I9300 Galaxy S III,1.0,190.0,2100.0,4,1.4,8.0,1.9,64.0,41,0,1,0,3
1494,I8530 Galaxy Beam,0.768,240.0,2000.0,2,1.0,5.0,1.3,8.0,41,0,1,0,3
1495,Galaxy Tab 2 10.1 P5110,1.0,290.0,7000.0,2,1.0,3.15,0.6,32.0,41,0,0,1,1
1496,Galaxy Tab 2 10.1 P5100,1.0,290.0,7000.0,2,1.0,3.15,0.6,32.0,41,0,0,1,1
1497,Rugby Smart I847,0.512,170.0,1650.0,1,1.4,5.0,1.3,4.0,41,0,1,0,3
1498,Galaxy Ace 2 I8160,0.768,130.0,1500.0,2,0.8,5.0,0.6,4.0,41,0,1,0,3
1499,Galaxy mini 2 S6500,0.512,90.0,1300.0,1,0.8,3.15,0.0,4.0,41,0,1,0,3
1500,Galaxy Tab 2 7.0 P3110,1.0,150.0,4000.0,2,1.0,3.15,0.6,32.0,41,0,0,0,2
1501,Galaxy Tab 2 7.0 P3100,1.0,150.0,4000.0,2,1.0,3.15,0.6,32.0,41,0,0,0,2
1502,I9070 Galaxy S Advance,0.768,150.0,1500.0,2,1.0,5.0,1.3,16.0,41,0,1,0,3
1503,Galaxy Nexus I9250M,1.0,240.0,1750.0,2,1.2,5.0,1.3,16.0,41,0,1,0,3
1504,Galaxy S Blaze 4G T769,1.0,140.0,1750.0,2,1.5,5.0,1.3,3.0,41,0,1,0,3
1505,Galaxy Tab 7.7 LTE I815,1.0,280.0,5100.0,2,1.4,3.15,2.0,32.0,41,0,0,0,2
1506,Galaxy Note T879,1.0,350.0,2500.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1507,Galaxy Note I717,1.0,350.0,2500.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1508,Galaxy Ace Plus S7500,0.512,120.0,1300.0,1,1.0,5.0,0.0,3.0,41,0,1,0,3
1509,I929 Galaxy S II Duos,1.0,190.0,1800.0,2,1.2,8.0,2.0,16.0,41,0,1,0,3
1510,Galaxy S II Skyrocket i727,1.0,180.0,1850.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1511,Exhibit II 4G T679,0.512,100.0,1500.0,1,1.0,3.15,0.6,1.0,41,0,1,0,3
1512,Galaxy Nexus i515,1.0,150.0,1850.0,2,1.2,5.0,1.3,32.0,41,0,1,0,3
1513,Galaxy Nexus I9250,1.0,180.0,1750.0,2,1.2,5.0,1.3,16.0,41,0,1,0,3
1514,I9100G Galaxy S II,1.0,220.0,1650.0,2,1.2,8.0,2.0,16.0,41,0,1,0,3
1515,i927 Captivate Glide,1.0,110.0,1650.0,2,1.0,8.0,1.3,8.0,41,0,1,0,3
1516,P6210 Galaxy Tab 7.0 Plus,1.0,260.0,4000.0,2,1.2,3.15,2.0,32.0,41,0,0,0,2
1517,P6200 Galaxy Tab 7.0 Plus,1.0,260.0,4000.0,2,1.2,3.15,2.0,32.0,41,0,0,0,2
1518,Omnia W I8350,0.512,150.0,1500.0,1,1.4,5.0,0.6,8.0,41,2,1,0,3
1519,Galaxy S II HD LTE,1.0,180.0,1850.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1520,P6810 Galaxy Tab 7.7,1.0,280.0,5100.0,2,1.4,3.15,2.0,64.0,41,0,0,1,2
1521,P6800 Galaxy Tab 7.7,1.0,280.0,5100.0,2,1.4,3.15,2.0,64.0,41,0,0,1,2
1522,Galaxy Note N7000,1.0,270.0,2500.0,2,1.4,8.0,2.0,32.0,41,0,1,0,3
1523,Galaxy S II I777,1.0,170.0,1650.0,2,1.2,8.0,2.0,32.0,41,0,1,0,3
1524,Galaxy S II T989,1.0,160.0,1850.0,2,1.5,8.0,2.0,32.0,41,0,1,0,3
1525,Galaxy S II Epic 4G Touch,1.0,130.0,1800.0,2,1.2,8.0,2.0,16.0,41,0,1,0,3
1526,Galaxy S II LTE i727R,1.0,160.0,1850.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1527,Galaxy S II LTE I9210,1.0,200.0,1850.0,2,1.5,8.0,2.0,16.0,41,0,1,0,3
1528,Galaxy W I8150,0.512,160.0,1500.0,1,1.4,5.0,0.6,2.0,41,0,1,0,3
1529,Galaxy S II 4G I9100M,1.0,260.0,1700.0,2,1.2,8.0,2.0,16.0,41,0,1,0,3
1530,I9103 Galaxy R,1.0,200.0,1650.0,2,1.0,5.0,1.3,8.0,41,0,1,0,3
1531,Exhibit 4G,0.512,200.0,1500.0,1,1.0,3.15,0.6,1.0,41,0,1,0,3
1532,I9001 Galaxy S Plus,0.512,230.0,1650.0,1,1.4,5.0,0.6,16.0,41,0,1,0,3
1533,Google Nexus S I9020A,0.512,270.0,1500.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1534,P1010 Galaxy Tab Wi-Fi,0.5920000000000001,150.0,4000.0,1,1.0,3.15,1.3,16.0,41,0,0,1,2
1535,P7500 Galaxy Tab 10.1 3G,1.0,370.0,7000.0,2,1.0,3.15,2.0,64.0,41,0,0,1,1
1536,Galaxy Tab 10.1 LTE I905,1.0,290.0,6800.0,2,1.0,3.15,2.0,32.0,41,0,0,1,1
1537,Galaxy Tab 10.1 P7510,1.0,310.0,7000.0,2,1.0,3.15,2.0,64.0,41,0,0,1,1
1538,Galaxy Tab 8.9 P7300,1.0,290.0,6000.0,2,1.0,3.15,2.0,64.0,41,0,0,1,1
1539,Galaxy Tab 8.9 P7310,1.0,350.0,6000.0,2,1.0,3.15,2.0,64.0,41,0,0,1,1
1540,Google Nexus S 4G,0.512,150.0,1500.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1541,I9100 Galaxy S II,1.0,170.0,1650.0,2,1.2,8.0,2.0,32.0,41,0,1,0,3
1542,I9003 Galaxy SL,0.478,150.0,1650.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1543,Google Nexus S,0.512,170.0,1500.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1544,Galaxy Tab T-Mobile T849,0.64,270.0,4000.0,1,1.0,3.15,1.3,16.0,41,0,0,1,2
1545,P1000 Galaxy Tab,0.512,150.0,4000.0,1,1.0,3.15,1.3,32.0,41,0,0,0,2
1546,Mesmerize i500,0.512,100.0,1500.0,1,1.0,5.0,0.6,2.0,41,0,1,0,3
1547,Vibrant,0.512,150.0,1500.0,1,1.0,5.0,0.0,16.0,41,0,1,0,3
1548,i897 Captivate,0.512,170.0,1500.0,1,1.0,5.0,0.0,16.0,41,0,1,0,3
1549,Galaxy A,0.384,100.0,1500.0,1,0.72,5.0,0.6,1.0,41,0,1,0,3
1550,I9000 Galaxy S,0.512,120.0,1500.0,1,1.0,5.0,0.6,16.0,41,0,1,0,3
1551,I7500 Galaxy,0.128,140.0,1500.0,1,0.528,5.0,0.0,8.0,41,0,1,0,3
1552,Z2,4.0,330.0,3000.0,10,0.0,16.0,8.0,32.0,42,0,0,0,2
1553,MS1,3.0,240.0,2600.0,8,1.3,13.0,13.0,64.0,42,0,0,0,3
1554,Aquos Xx,3.0,340.0,3000.0,8,1.5,13.0,2.1,32.0,42,0,0,0,2
1555,Aquos Crystal,1.5,180.0,2040.0,4,1.2,8.0,1.2,8.0,42,0,0,0,3
1556,SH530U,0.512,320.0,1950.0,2,1.0,5.0,0.6,20.0,42,0,1,0,3
1557,Aquos SH80F,0.512,470.0,1240.0,1,1.0,8.0,0.6,2.0,42,0,1,0,3
1558,XP7,1.0,700.0,4800.0,4,1.2,8.0,1.0,16.0,43,0,0,0,2
1559,XP6,1.0,490.0,4800.0,4,1.2,5.0,0.0,8.0,43,0,0,0,2
1560,Xperia L1,2.0,200.0,2620.0,4,1.45,13.0,5.0,16.0,44,0,0,0,3
1561,Xperia XZ Premium,4.0,750.0,3230.0,8,2.45,19.0,13.0,64.0,44,0,0,0,2
1562,Xperia XA1,3.0,280.0,2300.0,8,2.3,23.0,8.0,32.0,44,0,0,0,3
1563,Xperia X Compact,3.0,370.0,2700.0,6,1.4,23.0,5.0,32.0,44,0,0,0,3
1564,Xperia E5,1.5,150.0,2300.0,4,1.3,13.0,5.0,16.0,44,0,0,1,3
1565,Xperia XA Ultra,3.0,380.0,2700.0,8,2.0,21.5,16.0,16.0,44,0,0,0,3
1566,Xperia XA Dual,2.0,250.0,2300.0,8,2.0,13.0,8.0,16.0,44,0,0,0,3
1567,Xperia XA,2.0,200.0,2300.0,8,2.0,13.0,8.0,16.0,44,0,0,0,3
1568,Xperia Z5 Premium Dual,3.0,510.0,3430.0,8,1.5,23.0,5.1,32.0,44,0,0,0,2
1569,Xperia Z5 Premium,3.0,500.0,3430.0,8,1.5,23.0,5.1,32.0,44,0,0,0,2
1570,Xperia Z5 Dual,3.0,450.0,2900.0,8,1.5,23.0,5.1,32.0,44,0,0,0,2
1571,Xperia Z5,3.0,420.0,2900.0,8,1.5,23.0,5.1,32.0,44,0,0,0,2
1572,Xperia Z5 Compact,2.0,410.0,2700.0,8,1.5,23.0,5.1,32.0,44,0,0,0,3
1573,Xperia M5 Dual,3.0,300.0,2600.0,8,2.0,21.2,13.0,16.0,44,0,0,0,3
1574,Xperia M5,3.0,240.0,2600.0,8,2.0,21.2,13.0,16.0,44,0,0,0,3
1575,Xperia C5 Ultra Dual,2.0,350.0,2930.0,8,1.7,13.0,13.0,16.0,44,0,0,0,2
1576,Xperia C5 Ultra,2.0,310.0,2930.0,8,1.7,13.0,13.0,16.0,44,0,0,0,2
1577,Xperia Z3+ dual,3.0,420.0,2930.0,8,1.5,20.7,5.1,32.0,44,0,0,0,2
1578,Xperia Z3+,3.0,340.0,2930.0,8,1.5,20.7,5.1,32.0,44,0,0,0,2
1579,Xperia C4 Dual,2.0,270.0,2600.0,8,1.7,13.0,5.0,16.0,44,0,0,0,3
1580,Xperia C4,2.0,220.0,2600.0,8,1.7,13.0,5.0,16.0,44,0,0,0,3
1581,Xperia Z4 Tablet WiFi,3.0,400.0,6000.0,8,1.5,8.1,5.1,32.0,44,0,0,1,1
1582,Xperia Z4 Tablet LTE,3.0,500.0,6000.0,8,1.5,8.1,5.1,32.0,44,0,0,1,1
1583,Xperia E4g,1.0,130.0,2300.0,4,1.5,5.0,2.0,8.0,44,0,0,0,3
1584,Xperia E4g Dual,1.0,150.0,2300.0,4,1.5,5.0,2.0,8.0,44,0,0,0,3
1585,Xperia E4 Dual,1.0,120.0,2300.0,4,1.3,5.0,2.0,8.0,44,0,0,0,3
1586,Xperia E4,1.0,120.0,2300.0,4,1.3,5.0,2.0,8.0,44,0,0,0,3
1587,Xperia E3 Dual,1.0,190.0,2330.0,4,1.2,5.0,0.6,4.0,44,0,0,0,3
1588,Xperia E3,1.0,170.0,2330.0,4,1.2,5.0,0.6,4.0,44,0,0,0,3
1589,Xperia Z3 Tablet Compact,3.0,380.0,4500.0,4,2.5,8.1,2.2,16.0,44,0,0,0,2
1590,Xperia Z3 Dual,3.0,400.0,3100.0,4,2.5,20.7,2.2,32.0,44,0,0,0,2
1591,Xperia Z3v,3.0,370.0,3200.0,4,2.5,20.7,2.2,32.0,44,0,0,0,2
1592,Xperia Z3,3.0,300.0,3100.0,4,2.5,20.7,2.2,32.0,44,0,0,0,2
1593,Xperia Z3 Compact,2.0,300.0,2600.0,4,2.5,20.7,2.2,16.0,44,0,0,0,3
1594,Xperia M2 Aqua,1.0,200.0,2300.0,4,1.2,8.0,0.6,8.0,44,0,0,0,3
1595,Xperia C3 Dual,1.0,250.0,2500.0,4,1.2,8.0,5.0,8.0,44,0,0,0,3
1596,Xperia C3,1.0,190.0,2500.0,4,1.2,8.0,5.0,8.0,44,0,0,0,3
1597,Xperia Z2a,3.0,250.0,3000.0,4,2.3,20.7,0.6,16.0,44,0,0,0,2
1598,Xperia T3,1.0,200.0,2500.0,4,1.4,8.0,1.1,8.0,44,0,0,0,3
1599,Xperia M2,1.0,170.0,2300.0,4,1.2,8.0,0.6,8.0,44,0,0,0,3
1600,Xperia M2 dual,1.0,180.0,2300.0,4,1.2,8.0,0.6,8.0,44,0,0,0,3
1601,Xperia Z2 Tablet LTE,3.0,350.0,6000.0,4,2.3,8.1,2.2,16.0,44,0,0,1,1
1602,Xperia Z2 Tablet Wi-Fi,3.0,380.0,6000.0,4,2.3,8.1,2.2,32.0,44,0,0,1,1
1603,Xperia Z2,3.0,260.0,3200.0,4,2.3,20.7,2.2,16.0,44,0,0,0,2
1604,Xperia E1 dual,0.512,120.0,1750.0,2,1.2,3.15,0.0,4.0,44,0,1,0,3
1605,Xperia E1,0.512,140.0,1700.0,2,1.2,3.15,0.0,4.0,44,0,1,0,3
1606,Xperia T2 Ultra dual,1.0,280.0,3000.0,4,1.4,13.0,1.1,8.0,44,0,0,0,2
1607,Xperia T2 Ultra,1.0,230.0,3000.0,4,1.4,13.0,1.1,8.0,44,0,0,0,2
1608,Xperia Z1s,2.0,260.0,3000.0,4,2.2,20.7,2.0,32.0,44,0,0,0,2
1609,Xperia Z1 Compact,2.0,320.0,2300.0,4,2.2,20.7,2.0,16.0,44,0,0,0,3
1610,Xperia Z1,2.0,330.0,3000.0,4,2.2,20.7,2.0,16.0,44,0,0,0,2
1611,Xperia Z Ultra,2.0,280.0,3050.0,4,2.2,8.0,2.0,16.0,44,0,0,0,2
1612,Xperia C,1.0,220.0,2390.0,4,1.2,8.0,0.6,4.0,44,0,0,0,3
1613,Xperia M,1.0,130.0,1750.0,2,1.0,5.0,0.6,4.0,44,0,1,1,3
1614,Xperia ZR,2.0,230.0,2300.0,4,1.5,13.1,0.6,8.0,44,0,1,0,3
1615,Xperia L,1.0,130.0,1750.0,2,1.0,8.0,0.6,8.0,44,0,1,0,3
1616,Xperia SP,1.0,180.0,2370.0,2,1.7,8.0,0.6,8.0,44,0,0,0,3
1617,Xperia Tablet Z LTE,2.0,350.0,6000.0,4,1.5,8.1,2.2,16.0,44,0,0,1,1
1618,Xperia Tablet Z Wi-Fi,2.0,300.0,6000.0,4,1.5,8.1,2.2,32.0,44,0,0,1,1
1619,Xperia Z,2.0,270.0,2330.0,4,1.5,13.1,2.2,16.0,44,0,0,0,3
1620,Xperia ZL,2.0,260.0,2370.0,4,1.5,13.0,2.0,16.0,44,0,0,0,3
1621,Xperia E dual,0.512,100.0,1530.0,1,1.0,3.15,0.0,4.0,44,0,1,0,3
1622,Xperia E,0.512,80.0,1530.0,1,1.0,3.15,0.0,4.0,44,0,1,0,3
1623,Xperia T LTE,1.0,350.0,1850.0,2,1.5,13.0,1.3,16.0,44,0,0,0,3
1624,Xperia Tablet S 3G,1.0,260.0,6000.0,4,1.3,8.0,1.0,64.0,44,0,0,0,1
1625,Xperia Tablet S,1.0,190.0,6000.0,4,1.3,8.0,1.0,64.0,44,0,0,0,1
1626,Xperia V,1.0,230.0,1750.0,2,1.5,13.0,0.6,8.0,44,0,1,0,3
1627,Xperia J,0.512,140.0,1750.0,1,1.0,5.0,0.6,4.0,44,0,1,0,3
1628,Xperia TX,1.0,330.0,1750.0,2,1.5,13.0,1.3,16.0,44,0,1,0,3
1629,Xperia T,1.0,230.0,1850.0,2,1.5,13.0,1.3,16.0,44,0,0,0,3
1630,Xperia SL,1.0,240.0,1750.0,2,1.7,12.0,1.3,32.0,44,0,0,0,3
1631,Xperia tipo dual,0.512,90.0,1500.0,1,0.8,3.15,0.0,2.9,44,0,1,0,3
1632,Xperia tipo,0.512,80.0,1500.0,1,0.8,3.15,0.0,2.9,44,0,1,0,3
1633,Xperia miro,0.512,150.0,1500.0,1,0.8,5.0,0.6,4.0,44,0,1,0,3
1634,Xperia go,0.512,160.0,1305.0,2,1.0,5.0,0.0,8.0,44,0,0,0,3
1635,Xperia acro S,1.0,230.0,1910.0,2,1.5,12.0,1.3,16.0,44,0,0,0,3
1636,Xperia SX SO-05D,1.0,220.0,1500.0,2,1.5,8.0,0.6,4.0,44,0,1,0,3
1637,Xperia GX SO-04D,1.0,290.0,1700.0,2,1.5,13.0,1.3,16.0,44,0,1,0,3
1638,Xperia acro HD SO-03D,1.0,290.0,1910.0,2,1.5,12.0,1.3,11.0,44,0,1,0,3
1639,Xperia acro HD SOI12,1.0,280.0,1900.0,2,1.5,12.0,1.3,11.0,44,0,1,0,3
1640,Xperia sola,0.512,120.0,1320.0,2,1.0,5.0,0.0,8.0,44,0,0,0,3
1641,Xperia U,0.512,140.0,1320.0,2,1.0,5.0,0.6,8.0,44,0,1,0,3
1642,Xperia P,1.0,210.0,1305.0,2,1.0,8.0,0.6,16.0,44,0,0,0,3
1643,Xperia S,1.0,230.0,1750.0,2,1.5,12.0,1.3,32.0,44,0,0,0,3
1644,Xperia ion HSPA,1.0,250.0,1900.0,2,1.5,12.0,1.3,13.2,44,0,0,0,3
1645,Xperia ion LTE,1.0,210.0,1900.0,2,1.5,12.0,1.3,16.0,44,0,0,0,3
1646,Tablet P,1.0,210.0,3080.0,2,1.0,5.0,0.6,4.0,44,0,0,0,2
1647,Tablet P 3G,1.0,180.0,3080.0,2,1.0,5.0,0.6,4.0,44,0,0,0,2
1648,Xperia X10,0.384,120.0,1500.0,1,1.0,8.0,0.0,1.0,45,0,1,1,3
1649,Mi-498 Dream Uno,1.0,90.0,1700.0,4,1.3,5.0,2.0,4.0,46,0,1,0,3
1650,Mi-525 Pinnacle FHD,1.0,160.0,2100.0,4,1.5,8.0,2.0,8.0,46,0,1,0,3
1651,Mi-515 Coolpad,1.0,130.0,2000.0,4,1.2,5.0,0.6,4.0,46,0,1,0,3
1652,Mi-535 Stellar Pinnacle Pro,1.0,210.0,2550.0,4,1.2,8.0,5.0,16.0,46,0,1,1,3
1653,Mi-500 Stellar Horizon,0.512,180.0,2400.0,2,1.0,5.0,0.6,4.0,46,0,1,0,3
1654,myTouch Q 2,1.0,290.0,1500.0,1,1.4,5.0,0.6,4.0,47,0,1,0,3
1655,myTouch 2,1.0,290.0,1500.0,1,1.4,5.0,0.6,4.0,47,0,1,0,3
1656,myTouch Q,0.512,190.0,1500.0,1,1.0,5.0,0.0,2.0,47,0,1,0,3
1657,G2x,0.512,350.0,1500.0,2,1.0,8.0,1.3,8.0,47,0,1,0,3
1658,Sidekick 4G,0.512,310.0,1500.0,1,1.0,3.15,0.6,1.0,47,0,1,0,3
1659,myTouch 4G,0.768,280.0,1400.0,1,1.0,5.0,0.6,4.0,47,0,1,0,3
1660,G2,0.512,420.0,1300.0,1,0.8,5.0,0.0,4.0,47,0,1,0,3
1661,HD2,0.5760000000000001,230.0,1230.0,1,1.0,5.0,0.0,1.0,47,2,1,0,3
1662,Signature Touch (2015),4.0,9000.0,3160.0,8,1.56,21.0,2.1,64.0,48,0,0,0,0
1663,Aster,2.0,5440.0,2275.0,4,2.3,13.0,2.1,64.0,48,0,0,0,3
1664,Signature Touch,2.0,8290.0,2275.0,4,2.3,13.0,2.1,64.0,48,0,0,0,0
1665,SL5011 Spark LTE,1.0,160.0,2200.0,4,1.0,13.0,8.0,16.0,58,0,0,1,3
1666,SL6010 Cyprus LTE,1.0,190.0,2500.0,4,1.0,13.0,8.0,16.0,58,0,0,1,3
1667,s354,0.512,60.0,1200.0,2,1.2,2.0,0.6,4.0,58,0,1,0,3
1668,V5s,4.0,280.0,3000.0,8,1.5,13.0,20.0,64.0,59,0,0,0,2
1669,Y67,4.0,270.0,3000.0,8,1.5,13.0,16.0,32.0,59,0,0,0,2
1670,Xplay6,6.0,700.0,4080.0,4,2.15,12.0,16.0,128.0,59,0,0,0,2
1671,V5,4.0,250.0,3000.0,8,1.5,13.0,20.0,32.0,59,0,0,0,2
1672,X7 Plus,4.0,680.0,4000.0,8,1.8,16.0,16.0,64.0,59,0,0,0,2
1673,X7,4.0,640.0,3000.0,8,1.8,13.0,16.0,64.0,59,0,0,0,2
1674,V3Max,4.0,300.0,3000.0,8,1.8,13.0,8.0,32.0,59,0,0,0,2
1675,V3,3.0,260.0,2550.0,8,1.5,13.0,8.0,32.0,59,0,0,0,3
1676,X6S Plus,4.0,410.0,3000.0,8,1.8,16.0,8.0,64.0,59,0,0,0,2
1677,X6S,4.0,350.0,2400.0,8,1.8,13.0,8.0,64.0,59,0,0,0,3
1678,Xplay5 Elite,6.0,610.0,3600.0,4,2.15,16.0,8.0,128.0,59,0,0,0,2
1679,Xplay5,4.0,520.0,3600.0,8,1.8,16.0,8.0,128.0,59,0,0,0,2
1680,Y51,2.0,130.0,2350.0,4,1.2,8.0,5.0,16.0,59,0,0,0,3
1681,Y31,1.0,130.0,2100.0,4,1.3,8.0,2.0,8.0,59,0,1,1,3
1682,X5Max Platinum Edition,3.0,440.0,4150.0,8,1.7,13.0,5.0,32.0,59,0,0,1,2
1683,X5Max+,2.0,430.0,2300.0,8,1.7,13.0,5.0,16.0,59,0,0,0,3
1684,X5Max,2.0,470.0,2300.0,8,1.7,13.0,5.0,16.0,59,0,0,1,3
1685,Y28,1.0,100.0,2100.0,4,1.3,8.0,5.0,8.0,59,0,1,1,3
1686,Y15,0.512,110.0,1900.0,4,1.3,5.0,2.0,4.0,59,0,1,0,3
1687,Tab Prime 7,2.0,190.0,5830.0,8,1.4,5.0,2.0,16.0,49,0,0,1,1
1688,Smart Platinum 7,3.0,380.0,3000.0,8,1.8,16.0,8.0,32.0,49,0,0,0,2
1689,Smart ultra 7,2.0,160.0,2960.0,8,1.8,13.0,5.0,16.0,49,0,0,0,2
1690,Smart first 7,0.512,30.0,1400.0,4,1.3,2.0,0.0,4.0,49,0,1,0,3
1691,Smart speed 6,1.0,70.0,1780.0,4,1.0,5.0,2.0,8.0,49,0,0,0,3
1692,Smart ultra 6,2.0,170.0,3000.0,8,1.5,13.0,5.0,16.0,49,0,1,0,2
1693,Smart first 6,0.512,60.0,1400.0,2,1.0,2.0,0.0,4.0,49,0,1,0,3
1694,Smart 4 turbo,1.0,100.0,1880.0,4,1.2,5.0,0.6,4.0,49,0,1,0,3
1695,Smart 4 power,1.0,150.0,3000.0,4,1.3,5.0,0.6,4.0,49,0,0,0,2
